NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;VOTLI_NUM_VOTI_VAL
SVEZIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
SVEZIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;1
SVEZIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
SVEZIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
SVEZIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
SVEZIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;96
SVEZIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;37
SVEZIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;27
SVEZIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;22
SVEZIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;19
SVEZIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;15
SVEZIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;9
SVEZIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;6
SVEZIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;3
SVEZIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
SVEZIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
SVEZIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;1
SVEZIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
SVEZIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
SVEZIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
SVEZIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
SVEZIA;II : ITALIA NORD-ORIENTALE;SVP;0
SVEZIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;138
SVEZIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;39
SVEZIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;32
SVEZIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;17
SVEZIA;III : ITALIA CENTRALE;EUROPA VERDE;15
SVEZIA;III : ITALIA CENTRALE;LA SINISTRA;8
SVEZIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;5
SVEZIA;III : ITALIA CENTRALE;FORZA ITALIA;4
SVEZIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;3
SVEZIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;2
SVEZIA;III : ITALIA CENTRALE;PARTITO PIRATA;2
SVEZIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;1
SVEZIA;III : ITALIA CENTRALE;FORZA NUOVA;0
SVEZIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;58
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;18
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;10
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;8
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;8
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;8
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;1
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;1
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SVEZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;16
SVEZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;9
SVEZIA;V : ITALIA INSULARE;LA SINISTRA;6
SVEZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;6
SVEZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4
SVEZIA;V : ITALIA INSULARE;EUROPA VERDE;3
SVEZIA;V : ITALIA INSULARE;FORZA ITALIA;2
SVEZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;1
SVEZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
SVEZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
SVEZIA;V : ITALIA INSULARE;FORZA NUOVA;0
SVEZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
SVEZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
SVEZIA;V : ITALIA INSULARE;PARTITO PIRATA;0
SVEZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;98
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;74
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;38
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;20
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;17
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;14
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;13
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;8
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;7
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;5
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;3
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;1
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
UNGHERIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;44
UNGHERIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;19
UNGHERIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;12
UNGHERIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;8
UNGHERIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;6
UNGHERIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4
UNGHERIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;3
UNGHERIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;3
UNGHERIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;2
UNGHERIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
UNGHERIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
UNGHERIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
UNGHERIA;II : ITALIA NORD-ORIENTALE;SVP;0
UNGHERIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;37
UNGHERIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;35
UNGHERIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;21
UNGHERIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;8
UNGHERIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6
UNGHERIA;III : ITALIA CENTRALE;EUROPA VERDE;3
UNGHERIA;III : ITALIA CENTRALE;LA SINISTRA;3
UNGHERIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;1
UNGHERIA;III : ITALIA CENTRALE;FORZA ITALIA;1
UNGHERIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;1
UNGHERIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
UNGHERIA;III : ITALIA CENTRALE;FORZA NUOVA;0
UNGHERIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
UNGHERIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
UNGHERIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
UNGHERIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;14
UNGHERIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;13
UNGHERIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10
UNGHERIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;5
UNGHERIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;5
UNGHERIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;4
UNGHERIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;3
UNGHERIA;IV : ITALIA MERIDIONALE;LA SINISTRA;3
UNGHERIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;1
UNGHERIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
UNGHERIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
UNGHERIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
UNGHERIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
UNGHERIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
UNGHERIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
UNGHERIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;17
UNGHERIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;10
UNGHERIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;6
UNGHERIA;V : ITALIA INSULARE;LA SINISTRA;4
UNGHERIA;V : ITALIA INSULARE;EUROPA VERDE;3
UNGHERIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;1
UNGHERIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1
UNGHERIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;1
UNGHERIA;V : ITALIA INSULARE;FORZA ITALIA;0
UNGHERIA;V : ITALIA INSULARE;FORZA NUOVA;0
UNGHERIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;0
UNGHERIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
UNGHERIA;V : ITALIA INSULARE;PARTITO PIRATA;0
UNGHERIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
UNGHERIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
