"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Norcia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4888	
"Norma"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2024	
"Norma"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2022	
"Norma"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4046	
"Nosate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	324	
"Nosate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	343	
"Nosate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	667	
"Notaresco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3309	
"Notaresco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3393	
"Notaresco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6702	
"Noto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	11984	
"Noto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	12044	
"Noto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	24028	
"Nova Levante/Welschnofen"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1013	
"Nova Levante/Welschnofen"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	963	
"Nova Levante/Welschnofen"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1976	
"Nova Milanese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	11467	
"Nova Milanese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	11867	
"Nova Milanese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	23334	
"Nova Ponente/Deutschnofen"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1987	
"Nova Ponente/Deutschnofen"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1930	
"Nova Ponente/Deutschnofen"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3917	
"Nova Siri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3392	
"Nova Siri"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3418	
"Nova Siri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6810	
"Novafeltria"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3504	
"Novafeltria"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3615	
"Novafeltria"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7119	
"Novaledo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	534	
"Novaledo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	547	
"Novaledo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1081	
"Novalesa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	278	
"Novalesa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	264	
"Novalesa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	542	
"Novara di Sicilia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	636	
"Novara di Sicilia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	665	
"Novara di Sicilia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1301	
"Novate Mezzola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	916	
"Novate Mezzola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	979	
"Novate Mezzola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1895	
"Novate Milanese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9500	
"Novate Milanese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	10503	
"Novate Milanese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	20003	
"Nove"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2437	
"Nove"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2529	
"Nove"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4966	
"Novedrate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1477	
"Novedrate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1430	
"Novedrate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2907	
"Novellara"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6729	
"Novellara"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6992	
"Novellara"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	13721	
"Novello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	492	
"Novello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	491	
"Novello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	983	
"Noventa di Piave"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3407	
"Noventa di Piave"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3559	
"Noventa di Piave"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6966	
"Noventa Padovana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5597	
"Noventa Padovana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5826	
"Noventa Padovana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11423	
"Noventa Vicentina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4420	
"Noventa Vicentina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4480	
"Noventa Vicentina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8900	
"Novi di Modena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4991	
"Novi di Modena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5116	
"Novi di Modena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10107	
"Novi Ligure"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	13573	
"Novi Ligure"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	14637	
"Novi Ligure"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	28210	
"Novi Velia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1178	
"Novi Velia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1114	
"Novi Velia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2292	
"Noviglio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2310	
"Noviglio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2248	
"Noviglio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4558	
"Novoli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3812	
"Novoli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4212	
"Novoli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8024	
"Nucetto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	204	
"Nucetto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	209	
"Nucetto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	413	
"Nughedu San Nicolò"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	395	
"Nughedu San Nicolò"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	412	
"Nughedu San Nicolò"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	807	
"Nughedu Santa Vittoria"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	225	
"Nughedu Santa Vittoria"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	250	
"Nughedu Santa Vittoria"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	475	
"Nule"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	687	
"Nule"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	682	
"Nule"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1369	
"Nulvi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1343	
"Nulvi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1365	
"Nulvi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2708	
"Numana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1884	
"Numana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1879	
"Numana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3763	
"Nurachi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	856	
"Nurachi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	910	
"Nurachi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1766	
"Nureci"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	182	
"Nureci"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	175	
"Nureci"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	357	
"Nus"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1470	
"Nus"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1521	
"Nus"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2991	
"Nusco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1999	
"Nusco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2154	
"Nusco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4153	
"Nuvolento"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1921	
"Nuvolento"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2036	
"Nuvolento"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3957	
"Nuvolera"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2351	
"Nuvolera"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2397	
"Nuvolera"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4748	
"Occhieppo Inferiore"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1888	
"Occhieppo Inferiore"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2077	
"Occhieppo Inferiore"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3965	
"Occhieppo Superiore"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1283	
"Occhieppo Superiore"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1445	
"Occhieppo Superiore"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2728	
"Occhiobello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5841	
"Occhiobello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6152	
"Occhiobello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11993	
"Occimiano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	634	
"Occimiano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	666	
"Occimiano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1300	
"Ocre"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	574	
"Ocre"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	585	
"Ocre"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1159	
"Odalengo Grande"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	213	
"Odalengo Grande"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	206	
"Odalengo Grande"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	419	
"Odalengo Piccolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	143	
"Odalengo Piccolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	123	
"Odalengo Piccolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	266	
"Oderzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9735	
"Oderzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	10731	
"Oderzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	20466	
"Odolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	942	
"Odolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	999	
"Odolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1941	
"Ofena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	221	
"Ofena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	250	
"Ofena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	471	
"Offagna"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	970	
"Offagna"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1022	
"Offagna"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1992	
"Offanengo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2989	
"Offanengo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3042	
"Offanengo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6031	
"Offida"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2418	
"Offida"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2544	
"Offida"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4962	
"Offlaga"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2099	
"Offlaga"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2004	
"Offlaga"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4103	
"Oggebbio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	411	
"Oggebbio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	444	
"Oggebbio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	855	
"Oggiona con Santo Stefano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2155	
"Oggiona con Santo Stefano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2182	
"Oggiona con Santo Stefano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4337	
"Oggiono"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4455	
"Oggiono"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4620	
"Oggiono"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9075	
"Oglianico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	750	
"Oglianico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	756	
"Oglianico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1506	
"Ogliastro Cilento"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1104	
"Ogliastro Cilento"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1146	
"Ogliastro Cilento"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2250	
"Olcenengo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	386	
"Olcenengo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	403	
"Olcenengo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	789	
"Oldenico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	113	
"Oldenico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	112	
"Oldenico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	225	
"Oleggio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6904	
"Oleggio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7231	
"Oleggio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	14135	
"Oleggio Castello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1068	
"Oleggio Castello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1064	
"Oleggio Castello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2132	
"Olevano di Lomellina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	355	
"Olevano di Lomellina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	365	
"Olevano di Lomellina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	720	
"Olevano Romano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3284	
"Olevano Romano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3380	
"Olevano Romano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6664	
"Olevano sul Tusciano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3322	
"Olevano sul Tusciano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3421	
"Olevano sul Tusciano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6743	
"Olgiate Comasco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5646	
"Olgiate Comasco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5987	
"Olgiate Comasco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11633	
"Olgiate Molgora"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3176	
"Olgiate Molgora"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3285	
"Olgiate Molgora"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6461	
"Olgiate Olona"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6056	
"Olgiate Olona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6388	
"Olgiate Olona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12444	
"Olginate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3484	
"Olginate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3540	
"Olginate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7024	
"Oliena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3436	
"Oliena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3582	
"Oliena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7018	
"Oliva Gessi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	82	
"Oliva Gessi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	87	
"Oliva Gessi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	169	
"Olivadi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	259	
"Olivadi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	279	
"Olivadi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	538	
"Oliveri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1043	
"Oliveri"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1095	
"Oliveri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2138	
"Oliveto Citra"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1823	
"Oliveto Citra"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1916	
"Oliveto Citra"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3739	
"Oliveto Lario"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	634	
"Oliveto Lario"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	593	
"Oliveto Lario"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1227	
"Oliveto Lucano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	196	
"Oliveto Lucano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	221	
"Oliveto Lucano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	417	
"Olivetta San Michele"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	111	
"Olivetta San Michele"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	103	
"Olivetta San Michele"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	214	
"Olivola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	56	
"Olivola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	62	
"Olivola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	118	
"Ollastra"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	599	
"Ollastra"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	613	
"Ollastra"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1212	
"Ollolai"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	630	
"Ollolai"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	653	
"Ollolai"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1283	
"Ollomont"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	83	
"Ollomont"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	74	
"Ollomont"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	157	
"Olmedo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2076	
"Olmedo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2096	
"Olmedo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4172	
"Olmeneta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	450	
"Olmeneta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	502	
"Olmeneta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	952	
"Olmo al Brembo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	247	
